radius,site,node,density,cummuts,cumlength
6,25,INTNODE3795,0.0909090909090909,1,11
18,41,INTNODE3926,0.00147275405007364,1,679
20,41,INTNODE3926,0.0036101083032491,3,831
21,41,INTNODE3926,0.00454029511918275,4,881
25,41,INTNODE3926,0.00445632798573975,5,1122
27,41,INTNODE3926,0.00495049504950495,6,1212
31,41,INTNODE3926,0.00509832483612527,7,1373
48,41,INTNODE3926,0.00391964723174914,8,2041
53,41,INTNODE3926,0.00376726663876099,9,2389
203,47,INTNODE4266,0.000786163522012579,1,1272
211,47,INTNODE4266,0.00147275405007364,2,1358
243,47,INTNODE4266,0.00120530333467256,3,2489
287,47,INTNODE4266,0.000964087731983611,4,4149
296,47,INTNODE4266,0.00110889332446219,5,4509
317,47,INTNODE4266,0.0011142061281337,6,5385
6,49,INTNODE4060,0.00862068965517241,1,116
10,49,INTNODE4060,0.010752688172043,2,186
3,61,INTNODE2621,0.125,1,8
2,61,INTNODE2777,0.25,1,4
1,61,INTNODE2874,0.5,1,2
124,66,INTNODE4232,0.00114155251141553,1,876
133,66,INTNODE4232,0.00196656833824975,2,1017
142,66,INTNODE4232,0.00253592561284869,3,1183
152,66,INTNODE4232,0.00267201068804275,4,1497
153,66,INTNODE4232,0.0032071840923669,5,1559
157,66,INTNODE4232,0.00362100181050091,6,1657
166,66,INTNODE4232,0.00376344086021505,7,1860
171,66,INTNODE4232,0.00380952380952381,8,2100
175,66,INTNODE4232,0.00419972001866542,9,2143
32,66,INTNODE3936,0.00401606425702811,1,249
34,66,INTNODE3936,0.00625,2,320
35,66,INTNODE3936,0.0105263157894737,4,380
36,66,INTNODE3936,0.0137931034482759,6,435
38,66,INTNODE3936,0.0128440366972477,7,545
39,66,INTNODE3936,0.0137931034482759,8,580
40,66,INTNODE3936,0.0147783251231527,9,609
45,66,INTNODE3936,0.0122549019607843,10,816
52,66,INTNODE3936,0.00892857142857143,11,1232
56,66,INTNODE3936,0.00873998543335761,12,1373
57,66,INTNODE3936,0.0106007067137809,15,1415
70,66,INTNODE3936,0.01,16,1600
2,66,INTNODE2836,0.5,1,2
2,66,INTNODE3285,0.166666666666667,1,6
10,66,INTNODE3821,0.0285714285714286,1,35
18,66,INTNODE3821,0.00399201596806387,2,501
76,69,INTNODE4232,0.00273224043715847,1,366
101,69,INTNODE4232,0.00346020761245675,2,578
118,69,INTNODE4232,0.00358851674641148,3,836
123,69,INTNODE4232,0.00456100342075257,4,877
128,69,INTNODE4232,0.00510204081632653,5,980
149,69,INTNODE4232,0.00437956204379562,6,1370
150,69,INTNODE4232,0.00495049504950495,7,1414
158,69,INTNODE4232,0.0046029919447641,8,1738
170,69,INTNODE4232,0.00440528634361234,10,2270
171,69,INTNODE4232,0.00472103004291845,11,2330
187,69,INTNODE4232,0.00463320463320463,12,2590
193,69,INTNODE4232,0.00439932318104907,13,2955
198,69,INTNODE4232,0.00437363323961262,14,3201
201,69,INTNODE4232,0.00440140845070423,15,3408
203,69,INTNODE4232,0.00457796852646638,16,3495
204,69,INTNODE4232,0.00475258596589321,17,3577
205,69,INTNODE4232,0.00496825834943417,18,3623
209,69,INTNODE4232,0.00503711558854719,19,3772
212,69,INTNODE4232,0.0053970701619121,21,3891
220,69,INTNODE4232,0.00544150383378679,22,4043
221,69,INTNODE4232,0.00579990333494442,24,4138
222,69,INTNODE4232,0.00595238095238095,25,4200
225,69,INTNODE4232,0.00596740876750057,26,4357
226,69,INTNODE4232,0.00614614158889142,27,4393
227,69,INTNODE4232,0.00647465952221478,29,4479
228,69,INTNODE4232,0.00658472344161545,30,4556
230,69,INTNODE4232,0.00661545027742211,31,4686
235,69,INTNODE4232,0.00643863179074447,32,4970
239,69,INTNODE4232,0.00645287446226046,33,5114
240,69,INTNODE4232,0.00663285212641436,34,5126
6,69,INTNODE3337,0.1,1,10
8,70,INTNODE4232,0.0555555555555556,1,18
126,70,INTNODE4232,0.00326797385620915,3,918
150,70,INTNODE4232,0.0028673835125448,4,1395
155,70,INTNODE4232,0.00305997552019584,5,1634
167,70,INTNODE4232,0.00290416263310745,6,2066
171,70,INTNODE4232,0.00302375809935205,7,2315
223,70,INTNODE4232,0.00187134502923977,8,4275
233,70,INTNODE4232,0.00184464029514245,9,4879
55,73,INTNODE4095,0.000563380281690141,1,1775
64,73,INTNODE4095,0.000866926744690074,2,2307
92,73,INTNODE4095,0.000839395635142697,3,3574
135,78,INTNODE4232,0.00099502487562189,1,1005
16,78,INTNODE4127,0.00240963855421687,1,415
38,78,INTNODE4127,0.00150037509377344,2,1333
58,78,INTNODE4127,0.00157977883096367,3,1899
95,78,INTNODE4127,0.0010989010989011,4,3640
96,78,INTNODE4127,0.00134336378291241,5,3722
97,78,INTNODE4127,0.00158898305084746,6,3776
243,79,INTNODE4239,0.000249875062468766,1,4002
265,79,INTNODE4239,0.000395882818685669,2,5052
44,91,INTNODE3926,0.000543183052688756,1,1841
56,91,INTNODE3926,0.000788022064617809,2,2538
145,94,INTNODE4262,0.00164203612479475,1,609
182,94,INTNODE4262,0.00199004975124378,2,1005
196,94,INTNODE4262,0.00251256281407035,3,1194
208,94,INTNODE4262,0.00291332847778587,4,1373
210,94,INTNODE4262,0.00350877192982456,5,1425
228,94,INTNODE4262,0.00296882731321128,6,2021
275,94,INTNODE4262,0.00179303278688525,7,3904
7,96,INTNODE4168,0.0625,1,16
130,98,INTNODE4207,0.000371333085777943,1,2693
156,98,INTNODE4207,0.000527009222661397,2,3795
91,99,INTNODE4238,0.00245098039215686,1,408
63,99,INTNODE4207,0.00153374233128834,1,652
84,99,INTNODE4207,0.00191938579654511,2,1042
86,99,INTNODE4207,0.0026246719160105,3,1143
97,99,INTNODE4207,0.00260586319218241,4,1535
99,99,INTNODE4207,0.003125,5,1600
104,99,INTNODE4207,0.00320512820512821,6,1872
44,99,INTNODE3933,0.000763941940412529,1,1309
48,99,INTNODE3933,0.00136147038801906,2,1469
68,99,INTNODE3933,0.00127986348122867,3,2344
97,110,INTNODE4209,0.00080450522928399,1,1243
136,110,INTNODE4209,0.000778816199376947,2,2568
137,110,INTNODE4209,0.00113895216400911,3,2634
144,110,INTNODE4209,0.00133333333333333,4,3000
145,110,INTNODE4209,0.00196528005240747,6,3053
152,110,INTNODE4209,0.00233849751534639,8,3421
155,110,INTNODE4209,0.00253878702397743,9,3545
173,110,INTNODE4209,0.00256410256410256,11,4290
174,110,INTNODE4209,0.00274788184108083,12,4367
20,137,INTNODE4196,0.00662251655629139,1,151
8,137,INTNODE4148,0.0227272727272727,1,44
41,137,INTNODE4148,0.00212314225053079,2,942
51,137,INTNODE4148,0.0021291696238467,3,1409
65,137,INTNODE4148,0.002389486260454,4,1674
73,137,INTNODE4148,0.00239005736137667,5,2092
87,137,INTNODE4148,0.00210896309314587,6,2845
99,137,INTNODE4148,0.00216986980781153,7,3226
107,137,INTNODE4148,0.0021505376344086,8,3720
113,137,INTNODE4148,0.00222332015810277,9,4048
9,138,INTNODE4257,0.0666666666666667,1,15
124,138,INTNODE4257,0.003584229390681,2,558
154,138,INTNODE4257,0.00354609929078014,3,846
172,138,INTNODE4257,0.00377002827521206,4,1061
173,138,INTNODE4257,0.00460405156537753,5,1086
180,138,INTNODE4257,0.0050761421319797,6,1182
201,138,INTNODE4257,0.00398179749715586,7,1758
235,138,INTNODE4257,0.00285918513223731,8,2798
255,138,INTNODE4257,0.0023154103421662,9,3887
277,138,INTNODE4257,0.00206355757325629,10,4846
282,138,INTNODE4257,0.00214424951267057,11,5130
11,140,INTNODE4214,0.0434782608695652,1,23
55,140,INTNODE4214,0.00763358778625954,3,393
59,140,INTNODE4214,0.00943396226415094,4,424
7,140,INTNODE4196,0.0454545454545455,1,22
14,140,INTNODE4196,0.0194174757281553,2,103
32,140,INTNODE4152,0.00245098039215686,1,408
46,140,INTNODE4152,0.00213447171824973,2,937
73,140,INTNODE4152,0.00163755458515284,3,1832
81,140,INTNODE4152,0.00222816399286988,5,2244
82,140,INTNODE4152,0.00258175559380379,6,2324
98,140,INTNODE4152,0.00233411137045682,7,2999
101,140,INTNODE4152,0.00263244488318526,8,3039
104,140,INTNODE4152,0.00314663310258024,10,3178
121,140,INTNODE4152,0.0026486876956417,11,4153
137,142,INTNODE4238,0.00123915737298637,1,807
194,142,INTNODE4238,0.000892060660124889,2,2242
210,142,INTNODE4238,0.00115606936416185,3,2595
3,142,INTNODE2954,0.03125,1,32
8,142,INTNODE2954,0.00921658986175115,2,217
3,144,INTNODE3308,0.333333333333333,1,3
61,147,INTNODE4207,0.00166112956810631,1,602
88,147,INTNODE4207,0.00158982511923688,2,1258
103,147,INTNODE4207,0.00167130919220056,3,1795
39,147,INTNODE3927,0.000769822940723634,1,1299
6,147,INTNODE4058,0.1,1,10
35,149,INTNODE4230,0.00684931506849315,1,146
74,149,INTNODE4230,0.00550964187327824,2,363
75,149,INTNODE4230,0.00824175824175824,3,364
79,149,INTNODE4230,0.010498687664042,4,381
25,149,INTNODE4200,0.00268817204301075,1,372
37,149,INTNODE4200,0.00405679513184584,2,493
40,149,INTNODE4200,0.00590551181102362,3,508
23,149,INTNODE4153,0.00561797752808989,1,178
31,149,INTNODE4153,0.00604229607250755,2,331
36,149,INTNODE4153,0.00530973451327434,3,565
117,149,INTNODE4153,0.00101497081958894,4,3941
120,149,INTNODE4153,0.00122759636631476,5,4073
25,151,INTNODE4202,0.0175438596491228,1,57
26,151,INTNODE4202,0.0338983050847458,2,59
29,151,INTNODE4202,0.0394736842105263,3,76
21,151,INTNODE4199,0.00354609929078014,1,282
117,151,INTNODE4195,0.000252143217347453,1,3966
119,151,INTNODE4195,0.00049079754601227,2,4075
4,153,INTNODE2168,0.1,1,10
111,153,INTNODE4232,0.00140056022408964,1,714
136,153,INTNODE4232,0.00188679245283019,2,1060
140,153,INTNODE4232,0.00262927256792287,3,1141
1,153,INTNODE4103,0.5,1,2
4,153,INTNODE4102,0.0714285714285714,1,14
15,153,INTNODE4102,0.00675675675675676,2,296
21,153,INTNODE4102,0.00581395348837209,3,516
31,153,INTNODE4102,0.00434310532030402,4,921
32,153,INTNODE4102,0.00504032258064516,5,992
36,153,INTNODE4102,0.00516795865633075,6,1161
10,156,INTNODE3819,0.00249376558603491,1,401
21,156,INTNODE3819,0.00194741966893866,2,1027
7,158,INTNODE4148,0.025,1,40
17,158,INTNODE4148,0.0118343195266272,2,169
26,158,INTNODE4148,0.0078125,3,384
35,158,INTNODE4148,0.00529100529100529,4,756
63,158,INTNODE4148,0.00319897632757518,5,1563
67,158,INTNODE4148,0.00335195530726257,6,1790
69,158,INTNODE4148,0.00366492146596859,7,1910
71,158,INTNODE4148,0.00400200100050025,8,1999
78,158,INTNODE4148,0.00374531835205993,9,2403
85,158,INTNODE4148,0.00366703337000367,10,2727
88,158,INTNODE4148,0.00386507378777231,11,2846
90,158,INTNODE4148,0.00415081286751989,12,2891
91,158,INTNODE4148,0.00447812607647261,13,2903
103,158,INTNODE4148,0.00426569165143205,14,3282
112,158,INTNODE4148,0.00391032325338895,15,3836
2,158,INTNODE3661,0.166666666666667,1,6
205,159,INTNODE4230,0.000240673886883273,1,4155
215,159,INTNODE4230,0.000417885499373172,2,4786
85,160,INTNODE4257,0.0033112582781457,1,302
86,160,INTNODE4257,0.0062111801242236,2,322
63,160,INTNODE4224,0.00219298245614035,1,456
96,160,INTNODE4224,0.00218579234972678,2,915
12,160,INTNODE4127,0.00427350427350427,1,234
18,160,INTNODE4127,0.00446428571428571,2,448
14,160,INTNODE3941,0.00427350427350427,1,234
19,160,INTNODE3941,0.00632911392405063,2,316
21,160,INTNODE3941,0.00911854103343465,3,329
26,160,INTNODE3941,0.00932400932400932,4,429
29,160,INTNODE3941,0.0112359550561798,5,445
43,160,INTNODE3941,0.00753768844221105,6,796
45,160,INTNODE3941,0.00775193798449612,7,903
63,160,INTNODE3941,0.00447427293064877,8,1788
64,160,INTNODE3941,0.00493962678375412,9,1822
74,160,INTNODE3941,0.00486144871171609,10,2057
80,160,INTNODE3941,0.00457190357439734,11,2406
82,160,INTNODE3941,0.00469116497263487,12,2558
84,160,INTNODE3941,0.00482733011511326,13,2693
8,160,INTNODE4058,0.0416666666666667,1,24
30,161,INTNODE4232,0.01,1,100
52,161,INTNODE4232,0.00970873786407767,2,206
62,161,INTNODE4232,0.0107142857142857,3,280
63,161,INTNODE4232,0.0139372822299652,4,287
66,161,INTNODE4232,0.0155763239875389,5,321
77,161,INTNODE4232,0.0157068062827225,6,382
96,161,INTNODE4232,0.0160919540229885,7,435
113,161,INTNODE4232,0.0111265646731572,8,719
114,161,INTNODE4232,0.0121457489878543,9,741
115,161,INTNODE4232,0.0131406044678055,10,761
39,161,INTNODE4195,0.00131406044678055,1,761
59,161,INTNODE4195,0.00127877237851662,2,1564
70,161,INTNODE4195,0.00178465199286139,3,1681
76,161,INTNODE4195,0.00204185809086269,4,1959
77,161,INTNODE4195,0.00248880039820806,5,2009
6,161,INTNODE3890,0.0909090909090909,1,11
4,161,INTNODE3858,0.0303030303030303,1,33
2,161,INTNODE3854,0.0769230769230769,1,13
6,161,INTNODE3854,0.0105263157894737,2,190
27,161,INTNODE3854,0.00342465753424658,3,876
28,161,INTNODE3854,0.00426439232409382,4,938
31,161,INTNODE3854,0.00455373406193078,5,1098
33,161,INTNODE3854,0.00489795918367347,6,1225
42,161,INTNODE3854,0.0039727582292849,7,1762
6,161,INTNODE3171,0.0120481927710843,1,83
161,162,INTNODE4232,0.000543183052688756,1,1841
196,162,INTNODE4232,0.000649139889646219,2,3081
98,171,INTNODE4257,0.00255102040816327,1,392
13,171,INTNODE4213,0.0222222222222222,1,45
52,171,INTNODE4213,0.00518134715025907,2,386
112,171,INTNODE4213,0.00181708055723804,3,1651
120,171,INTNODE4213,0.00191662673694298,4,2087
128,171,INTNODE4213,0.00227583067819754,5,2197
21,172,INTNODE4231,0.0181818181818182,1,55
41,172,INTNODE4231,0.0220588235294118,3,136
44,172,INTNODE4231,0.025974025974026,4,154
54,172,INTNODE4231,0.024390243902439,5,205
56,172,INTNODE4231,0.024896265560166,6,241
57,172,INTNODE4231,0.0282258064516129,7,248
83,172,INTNODE4231,0.0222222222222222,8,360
84,172,INTNODE4231,0.023936170212766,9,376
89,172,INTNODE4231,0.0254452926208651,10,393
1,172,INTNODE2202,1,1,1
14,172,INTNODE4200,0.00467289719626168,1,214
44,172,INTNODE4200,0.0032520325203252,2,615
45,172,INTNODE4127,0.000716845878136201,1,1395
29,172,INTNODE3924,0.000767459708365311,1,1303
30,172,INTNODE3924,0.0014760147601476,2,1355
43,172,INTNODE3924,0.00165107319757843,3,1817
48,172,INTNODE3924,0.0019047619047619,4,2100
6,173,INTNODE4200,0.0188679245283019,1,53
14,173,INTNODE4200,0.00985221674876847,2,203
24,173,INTNODE4200,0.00845070422535211,3,355
99,173,INTNODE4200,0.00171306209850107,4,2335
121,173,INTNODE4200,0.001453065969195,5,3441
124,173,INTNODE4200,0.00171477565018577,6,3499
125,173,INTNODE4200,0.00199373397892338,7,3511
130,173,INTNODE4200,0.00219178082191781,8,3650
134,173,INTNODE4200,0.00234436051054962,9,3839
135,173,INTNODE4200,0.00257731958762887,10,3880
137,173,INTNODE4200,0.00272682201289043,11,4034
139,173,INTNODE4200,0.00288739172281039,12,4156
140,173,INTNODE4200,0.00307765151515152,13,4224
144,173,INTNODE4200,0.0032,14,4375
147,173,INTNODE4200,0.003559510567297,16,4495
153,173,INTNODE4200,0.00375110326566637,17,4532
5,173,INTNODE3238,0.166666666666667,1,6
3,173,INTNODE3569,0.166666666666667,1,6
64,174,INTNODE4232,0.00340136054421769,1,294
87,174,INTNODE4232,0.005,2,400
105,174,INTNODE4232,0.00463678516228748,3,647
112,174,INTNODE4232,0.00548696844993141,4,729
113,174,INTNODE4232,0.00663129973474801,5,754
135,174,INTNODE4232,0.00572519083969466,6,1048
17,174,INTNODE4127,0.00213675213675214,1,468
36,174,INTNODE4127,0.0015625,2,1280
58,174,INTNODE4127,0.0015748031496063,3,1905
71,174,INTNODE4127,0.0015284677111196,4,2617
86,174,INTNODE4127,0.00161446561188247,5,3097
93,174,INTNODE4127,0.00170309395401646,6,3523
96,174,INTNODE4127,0.00214362272240086,8,3732
99,174,INTNODE4127,0.00233584220088243,9,3853
102,174,INTNODE4127,0.00256344527044348,10,3901
105,175,INTNODE4215,0.000765696784073507,1,1306
118,175,INTNODE4215,0.00113442994895065,2,1763
123,175,INTNODE4215,0.00146127618119825,3,2053
138,175,INTNODE4215,0.00175054704595186,4,2285
140,175,INTNODE4215,0.00212134068731438,5,2357
141,175,INTNODE4215,0.00247831474597274,6,2421
144,175,INTNODE4215,0.00270061728395062,7,2592
13,175,INTNODE3889,0.0045662100456621,1,219
43,175,INTNODE3889,0.00126742712294043,2,1578
93,176,INTNODE4231,0.00196463654223969,1,509
140,176,INTNODE4231,0.0016025641025641,2,1248
64,179,INTNODE4222,0.00209205020920502,1,478
113,179,INTNODE4222,0.00138600138600139,2,1443
77,188,INTNODE4230,0.00267379679144385,1,374
79,188,INTNODE4230,0.00480769230769231,2,416
49,188,INTNODE4197,0.00196078431372549,1,510
6,188,INTNODE4062,0.0181818181818182,1,55
54,188,INTNODE4062,0.00112930547713156,2,1771
12,189,INTNODE4224,0.0169491525423729,1,59
20,189,INTNODE4224,0.021978021978022,2,91
99,189,INTNODE4224,0.00316122233930453,3,949
102,189,INTNODE4224,0.00386100386100386,4,1036
113,189,INTNODE4224,0.00363636363636364,5,1375
159,189,INTNODE4224,0.00196206671026815,6,3058
160,189,INTNODE4224,0.00223214285714286,7,3136
164,189,INTNODE4224,0.0024147298520978,8,3313
173,189,INTNODE4224,0.00277700638711469,10,3601
175,189,INTNODE4224,0.00303783485225076,11,3621
182,189,INTNODE4224,0.00341745531019979,13,3804
183,189,INTNODE4224,0.00362976406533575,14,3857
184,189,INTNODE4224,0.00383239652529382,15,3914
185,189,INTNODE4224,0.00406814136791253,16,3933
186,189,INTNODE4224,0.00452830188679245,18,3975
187,189,INTNODE4224,0.00475951903807615,19,3992
5,189,INTNODE3183,0.0256410256410256,1,39
15,189,INTNODE3183,0.0123456790123457,2,162
13,189,INTNODE3765,0.0105263157894737,1,95
21,202,INTNODE2643,0.0066006600660066,2,303
24,202,INTNODE3930,0.00215982721382289,1,463
31,202,INTNODE3930,0.00243605359317905,2,821
36,202,INTNODE3930,0.00269058295964126,3,1115
38,202,INTNODE3930,0.00321802091713596,4,1243
56,202,INTNODE3930,0.00316122233930453,6,1898
61,202,INTNODE3930,0.00367816091954023,8,2175
64,202,INTNODE3930,0.00378310214375788,9,2379
4,202,INTNODE3187,0.125,1,8
5,202,INTNODE3366,0.166666666666667,1,6
87,204,INTNODE4256,0.00280112044817927,1,357
202,204,INTNODE4256,0.000968523002421308,2,2065
205,204,INTNODE4256,0.00135931128228364,3,2207
229,204,INTNODE4256,0.00135135135135135,4,2960
236,204,INTNODE4256,0.00151561079114883,5,3299
240,204,INTNODE4256,0.00197461212976023,7,3545
243,204,INTNODE4256,0.00218102508178844,8,3668
258,204,INTNODE4256,0.00220426157237326,9,4083
270,204,INTNODE4256,0.00206355757325629,10,4846
273,204,INTNODE4256,0.00219736316420296,11,5006
3,204,INTNODE3161,0.0217391304347826,1,46
72,205,INTNODE4233,0.0037593984962406,1,266
40,205,INTNODE4213,0.00574712643678161,1,174
8,205,INTNODE4200,0.0104166666666667,1,96
46,205,INTNODE4200,0.00318471337579618,2,628
67,205,INTNODE4200,0.00230769230769231,3,1300
76,205,INTNODE4200,0.00243457090687766,4,1643
91,205,INTNODE4200,0.002465483234714,5,2028
97,205,INTNODE4200,0.00275735294117647,6,2176
99,205,INTNODE4200,0.00307152259763054,7,2279
101,205,INTNODE4200,0.00338266384778013,8,2365
102,205,INTNODE4200,0.00376884422110553,9,2388
6,205,INTNODE3909,0.0263157894736842,1,38
16,205,INTNODE3909,0.00645161290322581,2,310
49,205,INTNODE3909,0.00159489633173844,3,1881
52,205,INTNODE3909,0.00199104031856645,4,2009
10,206,INTNODE4200,0.0072992700729927,1,137
61,206,INTNODE4200,0.00184672206832872,2,1083
78,206,INTNODE4200,0.00168634064080944,3,1779
16,208,INTNODE4061,0.00230414746543779,1,434
55,208,INTNODE4061,0.00104493207941484,2,1914
59,208,INTNODE4061,0.00141576215195847,3,2119
71,208,INTNODE4061,0.00155038759689922,4,2580
75,208,INTNODE4061,0.0018896447467876,5,2646
76,208,INTNODE4061,0.00224382946896036,6,2674
83,208,INTNODE4061,0.00225806451612903,7,3100
6,209,INTNODE4241,0.0909090909090909,1,11
22,209,INTNODE4241,0.0350877192982456,2,57
45,209,INTNODE4241,0.0265486725663717,3,113
59,209,INTNODE4241,0.0258064516129032,4,155
95,209,INTNODE4241,0.015625,5,320
111,209,INTNODE4241,0.0156599552572707,7,447
113,209,INTNODE4241,0.0170940170940171,8,468
3,209,INTNODE4201,0.333333333333333,1,3
109,209,INTNODE4201,0.000943396226415094,2,2120
110,209,INTNODE4201,0.00140318054256314,3,2138
113,209,INTNODE4201,0.00176756517896597,4,2263
117,209,INTNODE4201,0.00199441563621859,5,2507
118,209,INTNODE4201,0.00235941801022414,6,2543
123,209,INTNODE4201,0.00250986016493367,7,2789
126,209,INTNODE4201,0.00333778371161549,10,2996
128,209,INTNODE4201,0.0038961038961039,12,3080
6,209,INTNODE2199,0.166666666666667,1,6
2,210,INTNODE3255,0.333333333333333,1,3
25,212,INTNODE4130,0.00259067357512953,1,386
27,212,INTNODE4130,0.00404858299595142,2,494
74,212,INTNODE4130,0.00132919805050953,3,2257
80,213,INTNODE4230,0.00230414746543779,1,434
86,213,INTNODE4230,0.00521739130434783,3,575
21,213,INTNODE4196,0.00602409638554217,1,166
68,213,INTNODE4196,0.00127388535031847,2,1570
69,218,INTNODE3933,0.000412031314379893,1,2427
72,218,INTNODE3933,0.000773096250483185,2,2587
165,229,INTNODE4224,0.00029120559114735,1,3434
193,229,INTNODE4224,0.000425441395447777,2,4701
39,233,INTNODE4236,0.00719424460431655,1,139
151,233,INTNODE4230,0.000478697941598851,1,2089
169,233,INTNODE4230,0.0008,2,2500
187,233,INTNODE4230,0.000851546977008232,3,3523
188,233,INTNODE4230,0.0011207621182404,4,3569
206,233,INTNODE4230,0.00141643059490085,6,4236
3,235,INTNODE2306,0.333333333333333,1,3
5,235,INTNODE3366,0.166666666666667,1,6
3,236,INTNODE2473,0.0769230769230769,1,13
6,236,INTNODE2473,0.117647058823529,2,17
2,236,INTNODE2508,0.5,1,2
5,236,INTNODE2506,0.111111111111111,1,9
3,236,INTNODE2579,0.25,1,4
51,241,INTNODE3936,0.00152905198776758,2,1308
3,241,INTNODE3838,0.0135135135135135,1,74
8,241,INTNODE3838,0.00862068965517241,2,232
9,241,INTNODE3838,0.012448132780083,3,241
11,241,INTNODE3838,0.0142857142857143,4,280
15,241,INTNODE3838,0.0144508670520231,5,346
16,241,INTNODE3838,0.018716577540107,7,374
17,241,INTNODE3838,0.0214592274678112,10,466
18,241,INTNODE3838,0.0209125475285171,11,526
19,241,INTNODE3838,0.0199004975124378,12,603
20,241,INTNODE3838,0.0205696202531646,13,632
21,241,INTNODE3838,0.0221565731166913,15,677
22,241,INTNODE3838,0.0222841225626741,16,718
23,241,INTNODE3838,0.0248756218905473,20,804
24,241,INTNODE3838,0.0250569476082005,22,878
25,241,INTNODE3838,0.025369978858351,24,946
26,241,INTNODE3838,0.0260521042084168,26,998
27,241,INTNODE3838,0.0268767377201112,29,1079
29,241,INTNODE3838,0.0255536626916525,30,1174
31,241,INTNODE3838,0.0258481421647819,32,1238
32,241,INTNODE3838,0.02578125,33,1280
6,241,INTNODE3625,0.0476190476190476,1,21
8,241,INTNODE3625,0.0638297872340425,3,47
11,241,INTNODE3625,0.0606060606060606,4,66
5,241,INTNODE3763,0.166666666666667,1,6
8,242,INTNODE2208,0.0526315789473684,1,19
11,242,INTNODE4196,0.0133333333333333,1,75
10,242,INTNODE4195,0.0149253731343284,1,67
14,242,INTNODE4195,0.0135135135135135,2,148
16,242,INTNODE4195,0.0166666666666667,3,180
36,242,INTNODE4195,0.00684931506849315,4,584
43,242,INTNODE4195,0.00576701268742791,5,867
